name,smiles,smiles_cleaned
dabigatran-etexilate,"CCCCCCOC(=O)\N=C(\N)c1ccc(NCc2nc3cc(ccc3n2C)C(=O)N(CCC(=O)OCC)c2ccccn2)cc1, CCCCCCOC(=O)\N=C(\N)c1ccc(NCc2nc3cc(ccc3n2C)C(=O)N(CCC(=O)OCC)c2ccccn2)cc1",CCCCCCOC(=O)\N=C(\N)c1ccc(NCc2nc3cc(ccc3n2C)C(=O)N(CCC(=O)OCC)c2ccccn2)cc1
thiethylperazine,CCSc1ccc2Sc3ccccc3N(CCCN3CCN(C)CC3)c2c1,CCSc1ccc2Sc3ccccc3N(CCCN3CCN(C)CC3)c2c1
selumetinib,"Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(cc12)C(=O)NOCCO, Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(cc12)C(=O)NOCCO",Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(cc12)C(=O)NOCCO
methiazole,COC(=O)Nc1nc2cc(SC(C)C)ccc2[nH]1,COC(=O)Nc1nc2cc(SC(C)C)ccc2[nH]1
dacomitinib,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CN1CCCCC1,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CN1CCCCC1
spaglumic-acid,"CC(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CCC(O)=O)C(O)=O, CC(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CCC(O)=O)C(O)=O",CC(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CCC(O)=O)C(O)=O
pazufloxacin,C[C@H]1COc2c(c(F)cc3c2n1cc(C(O)=O)c3=O)C1(N)CC1,C[C@H]1COc2c(c(F)cc3c2n1cc(C(O)=O)c3=O)C1(N)CC1
parbendazole,CCCCc1ccc2[nH]c(NC(=O)OC)nc2c1,CCCCc1ccc2[nH]c(NC(=O)OC)nc2c1
nalbuphine,"O[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5O[C@@H]1[C@]2(CCN3CC1CCC1)c45, O[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5O[C@@H]1[C@]2(CCN3CC1CCC1)c45",O[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5O[C@@H]1[C@]2(CCN3CC1CCC1)c45
clocortolone-pivalate,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@H]1C(=O)COC(=O)C(C)(C)C,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@H]1C(=O)COC(=O)C(C)(C)C
tiapride,CCN(CC)CCNC(=O)c1cc(ccc1OC)S(C)(=O)=O,CCN(CC)CCNC(=O)c1cc(ccc1OC)S(C)(=O)=O
bemesetron,"CN1C2CCC1CC(C2)OC(=O)c1cc(Cl)cc(Cl)c1, CN1C2CCC1CC(C2)OC(=O)c1cc(Cl)cc(Cl)c1",CN1C2CCC1CC(C2)OC(=O)c1cc(Cl)cc(Cl)c1
alpelisib,Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(c1)C(C)(C)C(F)(F)F,Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(c1)C(C)(C)C(F)(F)F
"tropanyl-3,5-dimethylbenzoate",CN1C2CCC1CC(C2)OC(=O)c1cc(C)cc(C)c1,CN1C2CCC1CC(C2)OC(=O)c1cc(C)cc(C)c1
SAR131675,CCn1c(N)c(C(=O)NC)c(=O)c2ccc(nc12)C#C[C@@](C)(O)COC,CCn1c(N)c(C(=O)NC)c(=O)c2ccc(nc12)C#C[C@@](C)(O)COC
thioperamide,"S=C(NC1CCCCC1)N1CCC(CC1)c1c[nH]cn1, S=C(NC1CCCCC1)N1CCC(CC1)c1c[nH]cn1",S=C(NC1CCCCC1)N1CCC(CC1)c1c[nH]cn1
CEP-33779,"CN1CCN(CC1)c1cccc(Nc2nc3c(cccn3n2)-c2ccc(cc2)S(C)(=O)=O)c1, CN1CCN(CC1)c1cccc(Nc2nc3c(cccn3n2)-c2ccc(cc2)S(C)(=O)=O)c1",CN1CCN(CC1)c1cccc(Nc2nc3c(cccn3n2)-c2ccc(cc2)S(C)(=O)=O)c1
HTMT,"CC(CCCCC(=O)Nc1ccc(cc1)C(F)(F)F)NCCc1c[nH]cn1, CC(CCCCC(=O)Nc1ccc(cc1)C(F)(F)F)NCCc1c[nH]cn1",CC(CCCCC(=O)Nc1ccc(cc1)C(F)(F)F)NCCc1c[nH]cn1
tyrphostin-AG-879,"CC(C)(C)c1cc(cc(c1O)C(C)(C)C)\C=C(/C#N)C(N)=S, CC(C)(C)c1cc(cc(c1O)C(C)(C)C)\C=C(/C#N)C(N)=S",CC(C)(C)c1cc(cc(c1O)C(C)(C)C)\C=C(/C#N)C(N)=S
vesamicol,"O[C@@H]1CCCC[C@H]1N1CCC(CC1)c1ccccc1, O[C@@H]1CCCC[C@H]1N1CCC(CC1)c1ccccc1",O[C@@H]1CCCC[C@H]1N1CCC(CC1)c1ccccc1
BI-D1870,"CC(C)CCN1C(C)C(=O)N(C)c2cnc(Nc3cc(F)c(O)c(F)c3)nc12, CC(C)CCN1C(C)C(=O)N(C)c2cnc(Nc3cc(F)c(O)c(F)c3)nc12, CC(C)CCN1C(C)C(=O)N(C)c2cnc(Nc3cc(F)c(O)c(F)c3)nc12",CC(C)CCN1C(C)C(=O)N(C)c2cnc(Nc3cc(F)c(O)c(F)c3)nc12
FGIN-1-27,"CCCCCCN(CCCCCC)C(=O)Cc1c([nH]c2ccccc12)-c1ccc(F)cc1, CCCCCCN(CCCCCC)C(=O)Cc1c([nH]c2ccccc12)-c1ccc(F)cc1",CCCCCCN(CCCCCC)C(=O)Cc1c([nH]c2ccccc12)-c1ccc(F)cc1
CCT137690,"CN1CCN(CC1)c1ccc(cc1)-c1nc2c(N3CCN(Cc4cc(C)on4)CC3)c(Br)cnc2[nH]1, CN1CCN(CC1)c1ccc(cc1)-c1nc2c(N3CCN(Cc4cc(C)on4)CC3)c(Br)cnc2[nH]1, CN1CCN(CC1)c1ccc(cc1)-c1nc2c(N3CCN(Cc4cc(C)on4)CC3)c(Br)cnc2[nH]1",CN1CCN(CC1)c1ccc(cc1)-c1nc2c(N3CCN(Cc4cc(C)on4)CC3)c(Br)cnc2[nH]1
FGIN-1-43,"CCCCCCN(CCCCCC)C(=O)Cc1c([nH]c2ccc(Cl)cc12)-c1ccc(Cl)cc1, CCCCCCN(CCCCCC)C(=O)Cc1c([nH]c2ccc(Cl)cc12)-c1ccc(Cl)cc1",CCCCCCN(CCCCCC)C(=O)Cc1c([nH]c2ccc(Cl)cc12)-c1ccc(Cl)cc1
3-methyladenine,"Cn1cnc(=N)c2nc[nH]c12, Cn1cnc(=N)c2nc[nH]c12",Cn1cnc(=N)c2nc[nH]c12
NU-7026,"O=c1cc(oc2c3ccccc3ccc12)N1CCOCC1, O=c1cc(oc2c3ccccc3ccc12)N1CCOCC1, O=c1cc(oc2c3ccccc3ccc12)N1CCOCC1",O=c1cc(oc2c3ccccc3ccc12)N1CCOCC1
VU0357121,CCCCOc1ccc(cc1)C(=O)Nc1ccc(F)cc1F,CCCCOc1ccc(cc1)C(=O)Nc1ccc(F)cc1F
amthamine,Cc1nc(N)sc1CCN,Cc1nc(N)sc1CCN
torin-2,"Nc1ccc(cn1)-c1ccc2ncc3ccc(=O)n(-c4cccc(c4)C(F)(F)F)c3c2c1, Nc1ccc(cn1)-c1ccc2ncc3ccc(=O)n(-c4cccc(c4)C(F)(F)F)c3c2c1",Nc1ccc(cn1)-c1ccc2ncc3ccc(=O)n(-c4cccc(c4)C(F)(F)F)c3c2c1
AH6809,"CC(C)Oc1ccc2c(c1)oc1ccc(cc1c2=O)C(O)=O, CC(C)Oc1ccc2c(c1)oc1ccc(cc1c2=O)C(O)=O",CC(C)Oc1ccc2c(c1)oc1ccc(cc1c2=O)C(O)=O
ML133,COc1ccc(CNCc2cccc3ccccc23)cc1,COc1ccc(CNCc2cccc3ccccc23)cc1
algestone-acetophenide,CC(=O)[C@@]12OC(C)(O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]21C)c1ccccc1,CC(=O)[C@@]12OC(C)(O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]21C)c1ccccc1
enalapril,"CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O, CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O",CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O
phenprobamate,NC(=O)OCCCc1ccccc1,NC(=O)OCCCc1ccccc1
pentoxifylline,"CC(=O)CCCCn1c(=O)n(C)c2ncn(C)c2c1=O, CC(=O)CCCCn1c(=O)n(C)c2ncn(C)c2c1=O",CC(=O)CCCCn1c(=O)n(C)c2ncn(C)c2c1=O
centpropazine,"CCC(=O)c1ccc(OCC(O)CN2CCN(CC2)c2ccccc2)cc1, CCC(=O)c1ccc(OCC(O)CN2CCN(CC2)c2ccccc2)cc1",CCC(=O)c1ccc(OCC(O)CN2CCN(CC2)c2ccccc2)cc1
5-aminolevulinic-acid,"NCC(=O)CCC(O)=O, NCC(=O)CCC(O)=O",NCC(=O)CCC(O)=O
I-BZA2,CCN(CC)CCNC(=O)c1ccccc1I,CCN(CC)CCNC(=O)c1ccccc1I
idasanutlin,COc1cc(ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@@](C#N)([C@H]1c1cccc(Cl)c1F)c1ccc(Cl)cc1F)C(O)=O,COc1cc(ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@@](C#N)([C@H]1c1cccc(Cl)c1F)c1ccc(Cl)cc1F)C(O)=O
fenigam,NCC(CC(O)=O)c1ccccc1,NCC(CC(O)=O)c1ccccc1
vilazodone,"NC(=O)c1cc2cc(ccc2o1)N1CCN(CCCCc2c[nH]c3ccc(cc23)C#N)CC1, NC(=O)c1cc2cc(ccc2o1)N1CCN(CCCCc2c[nH]c3ccc(cc23)C#N)CC1, NC(=O)c1cc2cc(ccc2o1)N1CCN(CCCCc2c[nH]c3ccc(cc23)C#N)CC1",NC(=O)c1cc2cc(ccc2o1)N1CCN(CCCCc2c[nH]c3ccc(cc23)C#N)CC1
mebicar,CN1C2C(N(C)C1=O)N(C)C(=O)N2C,CN1C2C(N(C)C1=O)N(C)C(=O)N2C
nimodipine,"COCCOC(=O)C1=C(C)NC(C)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OC(C)C, COCCOC(=O)C1=C(C)NC(C)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OC(C)C, COCCOC(=O)C1=C(C)NC(C)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OC(C)C",COCCOC(=O)C1=C(C)NC(C)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OC(C)C
para-toluenesulfonamide,Cc1ccc(cc1)S(N)(=O)=O,Cc1ccc(cc1)S(N)(=O)=O
rasagiline,"C#CCN[C@@H]1CCc2ccccc12, C#CCN[C@@H]1CCc2ccccc12, C#CCN[C@@H]1CCc2ccccc12, C#CCN[C@@H]1CCc2ccccc12",C#CCN[C@@H]1CCc2ccccc12
"trans-4-[8-(3-Fluorophenyl)-1,7-naphthyridin-6-yl]cyclohexanecarboxylic-acid",OC(=O)C1CCC(CC1)c1cc2cccnc2c(n1)-c1cccc(F)c1,OC(=O)C1CCC(CC1)c1cc2cccnc2c(n1)-c1cccc(F)c1
telotristat,Cc1ccn(n1)-c1cc(Cl)ccc1[C@@H](Oc1cc(nc(N)n1)-c1ccc(C[C@H](N)C(O)=O)cc1)C(F)(F)F,Cc1ccn(n1)-c1cc(Cl)ccc1[C@@H](Oc1cc(nc(N)n1)-c1ccc(C[C@H](N)C(O)=O)cc1)C(F)(F)F
latrepirdine,"CN1CCc2c(C1)c1cc(C)ccc1n2CCc1ccc(C)nc1, CN1CCc2c(C1)c1cc(C)ccc1n2CCc1ccc(C)nc1, CN1CCc2c(C1)c1cc(C)ccc1n2CCc1ccc(C)nc1",CN1CCc2c(C1)c1cc(C)ccc1n2CCc1ccc(C)nc1
JTE-907,"CCCCCOc1c(OC)ccc2cc(C(=O)NCc3ccc4OCOc4c3)c(=O)[nH]c12, CCCCCOc1c(OC)ccc2cc(C(=O)NCc3ccc4OCOc4c3)c(=O)[nH]c12",CCCCCOc1c(OC)ccc2cc(C(=O)NCc3ccc4OCOc4c3)c(=O)[nH]c12
dalargin,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)[C@H](C)NC(=O)C(N)Cc1ccc(O)cc1)C(=O)N[C@H](CCCNC(N)=N)C(O)=O,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)[C@H](C)NC(=O)C(N)Cc1ccc(O)cc1)C(=O)N[C@H](CCCNC(N)=N)C(O)=O
mebendazole,COC(=O)Nc1nc2ccc(cc2[nH]1)C(=O)c1ccccc1,COC(=O)Nc1nc2ccc(cc2[nH]1)C(=O)c1ccccc1
NPC-15199,CC(C)C[C@@H](NC(=O)OCC1c2ccccc2-c2ccccc12)C(O)=O,CC(C)C[C@@H](NC(=O)OCC1c2ccccc2-c2ccccc12)C(O)=O
CZC24832,"CC(C)(C)NS(=O)(=O)c1cncc(c1)-c1cc(F)c2nc(N)nn2c1, CC(C)(C)NS(=O)(=O)c1cncc(c1)-c1cc(F)c2nc(N)nn2c1",CC(C)(C)NS(=O)(=O)c1cncc(c1)-c1cc(F)c2nc(N)nn2c1
AJ76-(+),CCCN[C@@H]1CCc2c(OC)cccc2[C@@H]1C,CCCN[C@@H]1CCc2c(OC)cccc2[C@@H]1C
"MNS-(3,4-Methylenedioxy-nitrostyrene)","[O-][N+](=O)\C=C\c1ccc2OCOc2c1, [O-][N+](=O)\C=C\c1ccc2OCOc2c1",[O-][N+](=O)\C=C\c1ccc2OCOc2c1
2-phenylmelatonin,"COc1ccc2[nH]c(c(CCNC(C)=O)c2c1)-c1ccccc1, COc1ccc2[nH]c(c(CCNC(C)=O)c2c1)-c1ccccc1",COc1ccc2[nH]c(c(CCNC(C)=O)c2c1)-c1ccccc1
stattic,[O-][N+](=O)c1ccc2C=CS(=O)(=O)c2c1,[O-][N+](=O)c1ccc2C=CS(=O)(=O)c2c1
S-Sulfo-L-cysteine-sodium-salt,N[C@@H](CSS(O)(=O)=O)C(O)=O,N[C@@H](CSS(O)(=O)=O)C(O)=O
wnt-c59,"Cc1cc(ccn1)-c1ccc(CC(=O)Nc2ccc(cc2)-c2cccnc2)cc1, Cc1cc(ccn1)-c1ccc(CC(=O)Nc2ccc(cc2)-c2cccnc2)cc1",Cc1cc(ccn1)-c1ccc(CC(=O)Nc2ccc(cc2)-c2cccnc2)cc1
cis-ACPD,N[C@]1(CC[C@@H](C1)C(O)=O)C(O)=O.N[C@@]1(CC[C@H](C1)C(O)=O)C(O)=O,N[C@]1(CC[C@@H](C1)C(O)=O)C(O)=O.N[C@@]1(CC[C@H](C1)C(O)=O)C(O)=O
SGC-0946,"CC(C)N(CCCNC(=O)Nc1ccc(cc1)C(C)(C)C)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cc(Br)c2c(N)ncnc12, CC(C)N(CCCNC(=O)Nc1ccc(cc1)C(C)(C)C)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cc(Br)c2c(N)ncnc12",CC(C)N(CCCNC(=O)Nc1ccc(cc1)C(C)(C)C)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cc(Br)c2c(N)ncnc12
L-Quisqualic-acid,N[C@@H](Cn1oc(=O)[nH]c1=O)C(O)=O,N[C@@H](Cn1oc(=O)[nH]c1=O)C(O)=O
blebbistatin-(-),Cc1ccc2N=C3N(CC[C@@]3(O)C(=O)c2c1)c1ccccc1,Cc1ccc2N=C3N(CC[C@@]3(O)C(=O)c2c1)c1ccccc1
DNQX,"[O-][N+](=O)c1cc2[nH]c(=O)c(=O)[nH]c2cc1[N+]([O-])=O, [O-][N+](=O)c1cc2[nH]c(=O)c(=O)[nH]c2cc1[N+]([O-])=O, [O-][N+](=O)c1cc2[nH]c(=O)c(=O)[nH]c2cc1[N+]([O-])=O",[O-][N+](=O)c1cc2[nH]c(=O)c(=O)[nH]c2cc1[N+]([O-])=O
NU6027,Nc1nc(N)c([N+][O-])c(OCC2CCCCC2)n1,Nc1nc(N)c([N+][O-])c(OCC2CCCCC2)n1
homoquinolinic-acid,OC(=O)Cc1cccnc1C(O)=O,OC(=O)Cc1cccnc1C(O)=O
CFTRinh-172,"OC(=O)c1ccc(cc1)\C=C1\SC(=S)N(C1=O)c1cccc(c1)C(F)(F)F, OC(=O)c1ccc(cc1)\C=C1\SC(=S)N(C1=O)c1cccc(c1)C(F)(F)F, OC(=O)c1ccc(cc1)\C=C1\SC(=S)N(C1=O)c1cccc(c1)C(F)(F)F",OC(=O)c1ccc(cc1)\C=C1\SC(=S)N(C1=O)c1cccc(c1)C(F)(F)F
kainic-acid,CC(=C)[C@H]1CN[C@@H]([C@H]1CC(O)=O)C(O)=O,CC(=C)[C@H]1CN[C@@H]([C@H]1CC(O)=O)C(O)=O
PD-168393,Brc1cccc(Nc2ncnc3ccc(NC(=O)C=C)cc23)c1,Brc1cccc(Nc2ncnc3ccc(NC(=O)C=C)cc23)c1
kynurenic-acid,"OC(=O)c1cc(O)c2ccccc2n1, OC(=O)c1cc(O)c2ccccc2n1",OC(=O)c1cc(O)c2ccccc2n1
EPZ-5676,"CC(C)N(C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12)[C@@H]1C[C@H](CCc2nc3cc(ccc3[nH]2)C(C)(C)C)C1, CC(C)N(C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12)[C@@H]1C[C@H](CCc2nc3cc(ccc3[nH]2)C(C)(C)C)C1",CC(C)N(C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12)[C@@H]1C[C@H](CCc2nc3cc(ccc3[nH]2)C(C)(C)C)C1
metocurine,COc1ccc2C[C@@H]3c4c(CC[N+]3(C)C)cc(OC)c(OC)c4Oc3ccc(C[C@H]4c5cc(Oc1c2)c(OC)cc5CC[N+]4(C)C)cc3,COc1ccc2C[C@@H]3c4c(CC[N+]3(C)C)cc(OC)c(OC)c4Oc3ccc(C[C@H]4c5cc(Oc1c2)c(OC)cc5CC[N+]4(C)C)cc3
selamectin,CO[C@H]1CC(O[C@H]2[C@@H](C)\C=C\C=C3/CO[C@@H]4C(=N/O)\C(C)=C[C@@H](C(=O)O[C@H]5C[C@@H](C\C=C2/C)O[C@@]2(CC[C@H](C)[C@H](O2)C2CCCCC2)C5)[C@]34O)O[C@@H](C)C1O,CO[C@H]1CC(O[C@H]2[C@@H](C)\C=C\C=C3/CO[C@@H]4C(=N/O)\C(C)=C[C@@H](C(=O)O[C@H]5C[C@@H](C\C=C2/C)O[C@@]2(CC[C@H](C)[C@H](O2)C2CCCCC2)C5)[C@]34O)O[C@@H](C)C1O
metoxibutropate,COc1ccccc1OC(=O)C(C)c1ccc(CC(C)C)cc1,COc1ccccc1OC(=O)C(C)c1ccc(CC(C)C)cc1
dexfenfluramine,CCN[C@@H](C)Cc1cccc(c1)C(F)(F)F,CCN[C@@H](C)Cc1cccc(c1)C(F)(F)F
C-751,CCOC(=O)c1c[nH]cn1,CCOC(=O)c1c[nH]cn1
cianidanol,O[C@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1,O[C@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1
nibentan,CCN(CC)CCCCC(NC(=O)c1ccc(cc1)[N+]([O-])=O)c1ccccc1,CCN(CC)CCCCC(NC(=O)c1ccc(cc1)[N+]([O-])=O)c1ccccc1
rocuronium,"CC(=O)O[C@H]1[C@H](C[C@H]2[C@@H]3CC[C@H]4C[C@H](O)[C@H](C[C@]4(C)[C@H]3CC[C@]12C)N1CCOCC1)[N+]1(CC=C)CCCC1, CC(=O)O[C@H]1[C@H](C[C@H]2[C@@H]3CC[C@H]4C[C@H](O)[C@H](C[C@]4(C)[C@H]3CC[C@]12C)N1CCOCC1)[N+]1(CC=C)CCCC1",CC(=O)O[C@H]1[C@H](C[C@H]2[C@@H]3CC[C@H]4C[C@H](O)[C@H](C[C@]4(C)[C@H]3CC[C@]12C)N1CCOCC1)[N+]1(CC=C)CCCC1
phloroglucin,Oc1cc(O)cc(O)c1,Oc1cc(O)cc(O)c1
SR-2640,"OC(=O)c1ccccc1Nc1cccc(OCc2ccc3ccccc3n2)c1, OC(=O)c1ccccc1Nc1cccc(OCc2ccc3ccccc3n2)c1",OC(=O)c1ccccc1Nc1cccc(OCc2ccc3ccccc3n2)c1
SCP-1,Oc1ccc(NC(=O)CN2C(=O)c3ccccc3S2(=O)=O)cc1,Oc1ccc(NC(=O)CN2C(=O)c3ccccc3S2(=O)=O)cc1
AM-24,Oc1c(I)cc(I)cc1I,Oc1c(I)cc(I)cc1I
D-64131,COc1ccc2[nH]c(cc2c1)C(=O)c1ccccc1,COc1ccc2[nH]c(cc2c1)C(=O)c1ccccc1
oxybenzone,COc1ccc(C(=O)c2ccccc2)c(O)c1,COc1ccc(C(=O)c2ccccc2)c(O)c1
GR125487,COc1[nH]c2ccc(F)cc2c1C(=O)OCC1CCN(CCNS(C)(=O)=O)CC1,COc1[nH]c2ccc(F)cc2c1C(=O)OCC1CCN(CCNS(C)(=O)=O)CC1
MF-101,Oc1ccc(cc1)[C@@H]1CC(=O)c2ccc(O)cc2O1,Oc1ccc(cc1)[C@@H]1CC(=O)c2ccc(O)cc2O1
SB-206553,"Cn1ccc2cc3N(CCc3cc12)C(=O)Nc1cccnc1, Cn1ccc2cc3N(CCc3cc12)C(=O)Nc1cccnc1",Cn1ccc2cc3N(CCc3cc12)C(=O)Nc1cccnc1
etazolate,CCOC(=O)c1cnc2n(CC)ncc2c1NN=C(C)C,CCOC(=O)c1cnc2n(CC)ncc2c1NN=C(C)C
SKF-77434,Oc1cc2CCN(CC=C)CC(c3ccccc3)c2cc1O,Oc1cc2CCN(CC=C)CC(c3ccccc3)c2cc1O
propentofylline,CCCn1cnc2n(C)c(=O)n(CCCCC(C)=O)c(=O)c12,CCCn1cnc2n(C)c(=O)n(CCCCC(C)=O)c(=O)c12
quinolinic-acid,OC(=O)c1cccnc1C(O)=O,OC(=O)c1cccnc1C(O)=O
PR-619,"Nc1nc(N)c(SC#N)cc1SC#N, Nc1nc(N)c(SC#N)cc1SC#N",Nc1nc(N)c(SC#N)cc1SC#N
guvacine,OC(=O)C1=CCCNC1,OC(=O)C1=CCCNC1
EPZ005687,Cc1cc(C)c(CNC(=O)c2cc(cc3n(ncc23)C2CCCC2)-c2ccc(CN3CCOCC3)cc2)c(=O)[nH]1,Cc1cc(C)c(CNC(=O)c2cc(cc3n(ncc23)C2CCCC2)-c2ccc(CN3CCOCC3)cc2)c(=O)[nH]1
isoguvacine,OC(=O)C1=CCNCC1,OC(=O)C1=CCNCC1
IPI-145,C[C@H](Nc1ncnc2[nH]cnc12)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1,C[C@H](Nc1ncnc2[nH]cnc12)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1
7-chlorokynurenic-acid,"OC(=O)c1cc(O)c2ccc(Cl)cc2n1, OC(=O)c1cc(O)c2ccc(Cl)cc2n1",OC(=O)c1cc(O)c2ccc(Cl)cc2n1
MK-8745,Fc1c(Cl)cccc1C(=O)N1CCN(Cc2cccc(Nc3nccs3)n2)CC1,Fc1c(Cl)cccc1C(=O)N1CCN(Cc2cccc(Nc3nccs3)n2)CC1
2-hydroxysaclofen,NCC(O)(CS(O)(=O)=O)c1ccc(Cl)cc1,NCC(O)(CS(O)(=O)=O)c1ccc(Cl)cc1
endo-IWR-1,"O=C(Nc1cccc2cccnc12)c1ccc(cc1)N1C(=O)[C@H]2[C@@H]3C[C@@H](C=C3)[C@H]2C1=O, O=C(Nc1cccc2cccnc12)c1ccc(cc1)N1C(=O)[C@H]2[C@@H]3C[C@@H](C=C3)[C@H]2C1=O, O=C(Nc1cccc2cccnc12)c1ccc(cc1)N1C(=O)[C@H]2[C@@H]3C[C@@H](C=C3)[C@H]2C1=O",O=C(Nc1cccc2cccnc12)c1ccc(cc1)N1C(=O)[C@H]2[C@@H]3C[C@@H](C=C3)[C@H]2C1=O
saclofen,NCC(CS(O)(=O)=O)c1ccc(Cl)cc1,NCC(CS(O)(=O)=O)c1ccc(Cl)cc1
BAM7,CCOc1ccccc1N\N=C1C(=O)N(N=C\1C)c1nc(cs1)-c1ccccc1,CCOc1ccccc1N\N=C1C(=O)N(N=C\1C)c1nc(cs1)-c1ccccc1
AMPA-(S),Cc1onc(O)c1C[C@H](N)C(O)=O,Cc1onc(O)c1C[C@H](N)C(O)=O
3-deazaneplanocin-A,"Nc1nccc2n(cnc12)[C@@H]1C=C(CO)[C@@H](O)[C@H]1O, Nc1nccc2n(cnc12)[C@@H]1C=C(CO)[C@@H](O)[C@H]1O",Nc1nccc2n(cnc12)[C@@H]1C=C(CO)[C@@H](O)[C@H]1O
HA-966-(R)-(+),N[C@@H]1CCN(O)C1=O,N[C@@H]1CCN(O)C1=O
P5091,CC(=O)c1cc(c(Sc2cccc(Cl)c2Cl)s1)[N+]([O-])=O,CC(=O)c1cc(c(Sc2cccc(Cl)c2Cl)s1)[N+]([O-])=O
HA-966-(S)-(-),N[C@H]1CCN(O)C1=O,N[C@H]1CCN(O)C1=O
NSC-697923,"Cc1ccc(cc1)S(=O)(=O)c1ccc(o1)[N+]([O-])=O, Cc1ccc(cc1)S(=O)(=O)c1ccc(o1)[N+]([O-])=O",Cc1ccc(cc1)S(=O)(=O)c1ccc(o1)[N+]([O-])=O
"5,7-dichlorokynurenic-acid","OC(=O)c1cc(O)c2c(Cl)cc(Cl)cc2n1, OC(=O)c1cc(O)c2c(Cl)cc(Cl)cc2n1",OC(=O)c1cc(O)c2c(Cl)cc(Cl)cc2n1
tenovin-6,"CN(C)CCCCC(=O)Nc1ccc(NC(=S)NC(=O)c2ccc(cc2)C(C)(C)C)cc1, CN(C)CCCCC(=O)Nc1ccc(NC(=S)NC(=O)c2ccc(cc2)C(C)(C)C)cc1",CN(C)CCCCC(=O)Nc1ccc(NC(=S)NC(=O)c2ccc(cc2)C(C)(C)C)cc1
BW-373U86,CCN(CC)C(=O)c1ccc(cc1)[C@@H](N1C[C@@H](C)N(CC=C)C[C@@H]1C)c1cccc(O)c1,CCN(CC)C(=O)c1ccc(cc1)[C@@H](N1C[C@@H](C)N(CC=C)C[C@@H]1C)c1cccc(O)c1
MLN0128,CC(C)n1nc(-c2ccc3oc(N)nc3c2)c2c(N)ncnc12,CC(C)n1nc(-c2ccc3oc(N)nc3c2)c2c(N)ncnc12
GW-1929,CN(CCOc1ccc(CC(Nc2ccccc2C(=O)c2ccccc2)C(O)=O)cc1)c1ccccn1,CN(CCOc1ccc(CC(Nc2ccccc2C(=O)c2ccccc2)C(O)=O)cc1)c1ccccn1
